id,name,price,img_url,color,category,description
727,Laptop Stand,29.99,http://dummyimage.com/106x100.png/dddddd/000000,Turquoise,Accessories,Adjustable laptop stand for better ergonomics.
728,Tortilla Chips,2.99,http://dummyimage.com/132x100.png/cc0000/ffffff,Violet,Food - Snacks,"Crispy tortilla chips, perfect for dipping."
729,Home Brewing Starter Kit,79.99,http://dummyimage.com/222x100.png/dddddd/000000,Goldenrod,Food,All-in-one kit for brewing beer at home.
730,Over-Ear Headphones,59.99,http://dummyimage.com/184x100.png/5fa2dd/ffffff,Teal,Audio,Comfortable over-ear headphones with deep bass.
731,Garden Hoses with Expandable Features,34.99,http://dummyimage.com/142x100.png/ff4444/ffffff,Violet,Garden,"Lightweight, expandable hoses for easy handling."
732,Heavy-Duty Utility Tote,34.99,http://dummyimage.com/147x100.png/dddddd/000000,Blue,Accessories,"Large, durable tote bag for shopping and outdoor activities."
733,Action Camera,199.99,http://dummyimage.com/157x100.png/dddddd/000000,Aquamarine,Electronics,Compact action camera for capturing adventures.
734,Ceramic Planter Set,39.99,http://dummyimage.com/103x100.png/5fa2dd/ffffff,Pink,Home,Set of decorative ceramic planters for indoor plants.
735,Yoga Mat,25,http://dummyimage.com/249x100.png/dddddd/000000,Teal,Fitness,Non-slip yoga mat for optimal grip and comfort.
736,DIY Lip Balm Making Kit,22.99,http://dummyimage.com/148x100.png/cc0000/ffffff,Maroon,Crafts,Complete kit to make your own flavored lip balms at home.
737,Car Vacuum,49.99,http://dummyimage.com/221x100.png/cc0000/ffffff,Yellow,Automotive,Portable car vacuum cleaner with strong suction.
738,Ceramic Non-Stick Frying Pan,39.99,http://dummyimage.com/129x100.png/5fa2dd/ffffff,Blue,Kitchen,Durable non-stick frying pan for easy cooking and cleaning.
739,Electric Skillet,49.99,http://dummyimage.com/193x100.png/ff4444/ffffff,Purple,Kitchen,Versatile electric skillet for stir-frying and searing.
740,Ice Cream Maker,79.99,http://dummyimage.com/117x100.png/cc0000/ffffff,Mauv,Kitchen,Homemade ice cream maker for delicious desserts.
741,LED Under Cabinet Lighting,29.99,http://dummyimage.com/193x100.png/cc0000/ffffff,Blue,Home,Easy-to-install lights to brighten kitchen cabinets and workspaces.
742,Bluetooth Car Adapter,24.99,http://dummyimage.com/127x100.png/ff4444/ffffff,Aquamarine,Automotive,Connect your phone to the car's audio system via Bluetooth.
743,Vegetable and Cheese Quesadillas,6.99,http://dummyimage.com/204x100.png/cc0000/ffffff,Violet,Food - Frozen,Flour tortilla filled with cheese and a medley of vegetables.
744,Instant Mashed Potatoes,1.79,http://dummyimage.com/231x100.png/dddddd/000000,Khaki,Food - Sides,Quick and easy side dish with buttery flavor.
745,DIY Candle Making Kit,22.99,http://dummyimage.com/132x100.png/cc0000/ffffff,Mauv,Crafts,Everything you need to make your own candles.
746,First Aid Kit,29.99,http://dummyimage.com/213x100.png/5fa2dd/ffffff,Orange,Health,Comprehensive first aid kit for emergency situations.
747,Garlic and Herb Cream Cheese,3.49,http://dummyimage.com/229x100.png/ff4444/ffffff,Fuscia,Food - Dairy,Spreadable cream cheese with garlic and herbs.
748,Cold Brew Coffee Maker,34.99,http://dummyimage.com/186x100.png/dddddd/000000,Violet,Kitchen,Brews coffee with a smooth flavor without bitterness.
749,Spicy Vegetable Sushi Rolls,8.49,http://dummyimage.com/133x100.png/dddddd/000000,Aquamarine,Food - Prepared Foods,Vegan sushi filled with spicy vegetables and avocado.
750,Blue Denim Jeans,49.99,http://dummyimage.com/231x100.png/cc0000/ffffff,Red,Clothing - Bottoms,Classic fit blue jeans with a slight stretch for comfort and durability.
751,Electric Hot Pot,49.99,http://dummyimage.com/188x100.png/dddddd/000000,Orange,Kitchen,Compact electric pot for hot pot dining at home.
752,Fitness Resistance Bands Set,34.99,http://dummyimage.com/172x100.png/5fa2dd/ffffff,Fuscia,Fitness,Variety of bands suitable for all fitness levels.
753,Sporty Leggings,39.99,http://dummyimage.com/118x100.png/ff4444/ffffff,Blue,Clothing - Activewear,Functional leggings designed for maximum comfort during workouts.
754,Wireless Induction Charger,19.99,http://dummyimage.com/230x100.png/dddddd/000000,Yellow,Electronics,Qi-certified charger for fast wireless charging of smartphones.
755,Travel Pillow,22.99,http://dummyimage.com/147x100.png/cc0000/ffffff,Blue,Travel,Memory foam travel pillow for neck support.
756,Herb-Infused Olive Oil,8.99,http://dummyimage.com/148x100.png/cc0000/ffffff,Blue,Food - Oils,Premium olive oil infused with herbs for enhanced flavor.
757,Lemon Sorbet,4.99,http://dummyimage.com/143x100.png/dddddd/000000,Green,Food - Frozen Desserts,Refreshing sorbet with a zesty lemon flavor.
758,Garden Tool Set with Carrying Bag,39.99,http://dummyimage.com/209x100.png/cc0000/ffffff,Orange,Garden,Complete set for garden care with a handy carrying bag.
759,Tabletop Fire Pit,79.99,http://dummyimage.com/100x100.png/dddddd/000000,Yellow,Outdoor,Compact and stylish indoor/outdoor fire pit for ambiance.
760,Striped Long Sleeve Shirt,29.99,http://dummyimage.com/196x100.png/ff4444/ffffff,Khaki,Clothing - Shirts,A casual striped long sleeve shirt that's perfect for layering.
761,Crispy Rice Treats,3.5,http://dummyimage.com/124x100.png/cc0000/ffffff,Turquoise,Food - Snacks,Classic marshmallow treats made with crispy rice.
762,Magnetic Whiteboard,34.99,http://dummyimage.com/168x100.png/5fa2dd/ffffff,Mauv,Office,Reusable whiteboard for notes and reminders with magnetic backing.
763,Spinach and Feta Wraps,4.99,http://dummyimage.com/152x100.png/ff4444/ffffff,Mauv,Food - Prepared Foods,Whole wheat wraps filled with spinach and feta cheese.
764,Strawberry Banana Smoothie Pack,4.99,http://dummyimage.com/220x100.png/5fa2dd/ffffff,Indigo,Food - Frozen,Frozen smoothie pack with strawberries and bananas.
765,Fitness Resistance Bands Kit,29.99,http://dummyimage.com/164x100.png/ff4444/ffffff,Maroon,Fitness,Set with various resistance bands for workouts.
766,Ginger Tea,4.99,http://dummyimage.com/170x100.png/dddddd/000000,Yellow,Food - Beverages,A soothing herbal tea made from ginger root.
767,Honey BBQ Riblets,12.99,http://dummyimage.com/213x100.png/dddddd/000000,Fuscia,Food - Meat,"Tender riblets coated in a honey barbecue glaze, perfect for grilling or baking."
768,Children's Garden Tool Set,22.99,http://dummyimage.com/122x100.png/5fa2dd/ffffff,Puce,Garden,Colorful and child-friendly gardening tools for little hands.
769,Adjustable Pedicure Footrest,39.99,http://dummyimage.com/225x100.png/5fa2dd/ffffff,Purple,Beauty,Ergonomic footrest for easier pedicure treatment.
770,Spicy Salsa Verde,3.49,http://dummyimage.com/124x100.png/ff4444/ffffff,Yellow,Food - Condiments,"Green salsa with a spicy kick, great for dipping."
771,Travel Laundry Bag,9.99,http://dummyimage.com/238x100.png/cc0000/ffffff,Red,Travel,Compact laundry bag for travel use.
772,Karaoke Microphone,39.99,http://dummyimage.com/188x100.png/ff4444/ffffff,Yellow,Music,Wireless microphone for singing and performances.
773,Professional Chef Knife,89.99,http://dummyimage.com/186x100.png/ff4444/ffffff,Yellow,Kitchen,High-carbon stainless steel chef knife for precision cutting.
774,Outdoor String Lights,24.99,http://dummyimage.com/147x100.png/ff4444/ffffff,Teal,Outdoor,Fairy lights perfect for decorating patios and backyards.
775,Pet Nail Clipper,12.99,http://dummyimage.com/203x100.png/ff4444/ffffff,Goldenrod,Pets,Safe and easy-to-use nail clippers for pets.
776,Coconut Rice,2.29,http://dummyimage.com/148x100.png/5fa2dd/ffffff,Red,Food - Frozen,Fluffy rice cooked with coconut milk for a tropical twist.
777,Kids' Science Experiment Kit,29.99,http://dummyimage.com/210x100.png/dddddd/000000,Mauv,Toys,Engaging kit with science experiments for children.
778,Oven-Baked Chicken Tenders,6.99,http://dummyimage.com/129x100.png/dddddd/000000,Puce,Food - Meat,"Crispy and juicy chicken tenders, perfect for dipping."
779,Adjustable Stand for Tablets and Smartphones,19.99,http://dummyimage.com/211x100.png/5fa2dd/ffffff,Green,Electronics,Multi-angle stand for easy viewing of devices.
780,Peanut Butter Cookies,3.49,http://dummyimage.com/235x100.png/ff4444/ffffff,Khaki,Food - Bakery,Soft and chewy cookies made with creamy peanut butter.
781,LED Strip Lights with Remote Control,29.99,http://dummyimage.com/123x100.png/ff4444/ffffff,Maroon,Home,Color-changing LED lights for home decoration with remote.
782,Canned Black Beans,1.29,http://dummyimage.com/233x100.png/5fa2dd/ffffff,Mauv,Food - Canned Goods,"Delicious and hearty black beans, great for soups or salads."
783,Car Escape Tool,12.99,http://dummyimage.com/140x100.png/dddddd/000000,Fuscia,Automotive,Multi-functional tool for emergency situations in the car.
784,Chili Lime Seasoning,2.99,http://dummyimage.com/114x100.png/dddddd/000000,Puce,Food - Spices,Zesty seasoning great for tacos and grilling.
785,Sliced Bread,2.99,http://dummyimage.com/128x100.png/dddddd/000000,Crimson,Food - Bakery,"Soft and fresh sliced bread, perfect for sandwiches."
786,Almond Flour Biscuits,6.49,http://dummyimage.com/100x100.png/5fa2dd/ffffff,Khaki,Food - Bakery,Gluten-free biscuits made with almond flour.
787,Portable Folding Picnic Table,69.99,http://dummyimage.com/107x100.png/5fa2dd/ffffff,Puce,Outdoor,Easy-to-set-up picnic table for outdoor dining.
788,Personalized Pet ID Tags,9.99,http://dummyimage.com/237x100.png/ff4444/ffffff,Teal,Pets,Custom engraved ID tags for pets with your contact information.
789,Trackpad for Laptop,49.99,http://dummyimage.com/147x100.png/dddddd/000000,Teal,Accessories,Wireless trackpad for enhanced laptop navigation.
790,Oven Thermometer,11.99,http://dummyimage.com/119x100.png/ff4444/ffffff,Blue,Kitchen,High-precision oven thermometer for accurate cooking.
791,Folding Pocket Knife,24.99,http://dummyimage.com/143x100.png/5fa2dd/ffffff,Khaki,Tools,Compact knife with safety lock for everyday use.
792,Buttermilk Pancakes,3.99,http://dummyimage.com/162x100.png/cc0000/ffffff,Turquoise,Food - Breakfast,Fluffy pancakes with buttermilk flavor.
793,Chipotle Sauce,3.29,http://dummyimage.com/147x100.png/cc0000/ffffff,Goldenrod,Food - Condiments,Spicy sauce made with chipotle peppers
794,Silicone Cooking Utensils Set,34.99,http://dummyimage.com/177x100.png/cc0000/ffffff,Fuscia,Kitchen,Non-stick and heat-resistant utensils for cooking.
795,Zesty Cilantro Lime Dressing,3.29,http://dummyimage.com/226x100.png/ff4444/ffffff,Mauv,Food - Condiments,A bright and zesty dressing perfect for salads and tacos.
796,Gardening Gloves with Claws,24.99,http://dummyimage.com/217x100.png/cc0000/ffffff,Puce,Garden,Durable gloves with built-in claws for digging and planting.
797,Folding Exercise Bike,199.99,http://dummyimage.com/204x100.png/dddddd/000000,Green,Fitness,Space-saving bike for indoor workouts.
798,Brownie Bites,4.99,http://dummyimage.com/206x100.png/dddddd/000000,Maroon,Food - Baked Goods,"Fudgy brownie bites, perfect for sharing or snacking."
799,Chino Shorts,34.99,http://dummyimage.com/149x100.png/cc0000/ffffff,Crimson,Clothing - Bottoms,Classic chino shorts in a versatile color for summer adventures.
800,Peanut Butter Filled Pretzels,3.99,http://dummyimage.com/150x100.png/5fa2dd/ffffff,Puce,Food - Snacks,Salty pretzels filled with creamy peanut butter.
801,Gluten-Free Pancake Mix,5.99,http://dummyimage.com/109x100.png/cc0000/ffffff,Violet,Food - Baking Goods,"Fluffy and delicious pancake mix, perfect for a gluten-free breakfast."
802,Quality Chef Apron,19.99,http://dummyimage.com/145x100.png/5fa2dd/ffffff,Red,Kitchen,Durable apron to keep clothes clean while cooking.
803,Cat Tree with Scratching Posts,79.99,http://dummyimage.com/154x100.png/ff4444/ffffff,Fuscia,Pets,Multi-level cat tree for play and scratching.
804,Pepperoni Pizza Roll-Ups,5.99,http://dummyimage.com/225x100.png/ff4444/ffffff,Maroon,Food - Frozen Foods,"Savory pizza filled with pepperoni and cheese, ready to microwave."
805,Compact Digital Camera,249.99,http://dummyimage.com/215x100.png/cc0000/ffffff,Purple,Photography,High-resolution camera for stunning photos.
806,Stainless Steel Straws,12.99,http://dummyimage.com/144x100.png/5fa2dd/ffffff,Goldenrod,Kitchen,Set of reusable stainless steel straws for drinks.
807,Woven Storage Baskets,24.99,http://dummyimage.com/101x100.png/ff4444/ffffff,Red,Home,Stylish baskets for organizing various items in your home.
808,Garam Masala Spice Blend,2.79,http://dummyimage.com/213x100.png/ff4444/ffffff,Aquamarine,Food - Spices,A fragrant Indian spice blend for curries and stews.
809,Coconut Chips,3.59,http://dummyimage.com/176x100.png/5fa2dd/ffffff,Yellow,Food - Snacks,"Crunchy, toasted coconut chips for snacking."
810,Cranberry Juice,3.69,http://dummyimage.com/115x100.png/dddddd/000000,Aquamarine,Food - Beverages,Refreshing cranberry juice with no added sugar.
811,Wireless Charger,24.99,http://dummyimage.com/194x100.png/cc0000/ffffff,Crimson,Accessories,Qi-certified wireless charger for fast charging.
812,Sweet Potato Fries,3.99,http://dummyimage.com/149x100.png/dddddd/000000,Puce,Food - Frozen Foods,"Crispy sweet potato fries, a delicious side dish."
813,Toasted Coconut Granola,4.99,http://dummyimage.com/206x100.png/5fa2dd/ffffff,Yellow,Food - Breakfast,"Crunchy granola with toasted coconut flakes, perfect for breakfast or snacks."
814,Sweet Potato Chips,2.99,http://dummyimage.com/131x100.png/cc0000/ffffff,Aquamarine,Food - Snacks,"Deliciously crunchy sweet potato chips, seasoned to perfection."
815,Beef Jerky,5.99,http://dummyimage.com/174x100.png/ff4444/ffffff,Green,Food - Snacks,"Savory, protein-rich beef jerky for on-the-go snacking."
816,Workstation Laptop Stand,49.99,http://dummyimage.com/210x100.png/ff4444/ffffff,Goldenrod,Office,Adjustable stand to improve ergonomics while working on a laptop.
817,Classic Pesto Sauce,4.29,http://dummyimage.com/182x100.png/cc0000/ffffff,Crimson,Food - Sauces,"Fresh basil pesto, perfect for pasta or as a sandwich spread."
818,Organic Cucumber,1.29,http://dummyimage.com/157x100.png/cc0000/ffffff,Green,Food - Vegetables,Fresh organic cucumber perfect for salads or snacking.
819,Travel Mug with Leak-Proof Lid,24.99,http://dummyimage.com/131x100.png/cc0000/ffffff,Fuscia,Kitchen,Stainless steel travel mug that keeps drinks hot or cold.
820,Almond Flour Biscuits,6.49,http://dummyimage.com/217x100.png/ff4444/ffffff,Maroon,Food - Bakery,Gluten-free biscuits made with almond flour.
821,Insulated Lunch Bag,24.99,http://dummyimage.com/144x100.png/5fa2dd/ffffff,Indigo,Kitchen,Stylish insulated lunch bag for on-the-go meals.
822,Cordless Electric Screwdriver,39.99,http://dummyimage.com/105x100.png/dddddd/000000,Aquamarine,Tools,Rechargeable screwdriver with multiple bits for DIY projects.
823,Robot Vacuum Cleaner,299.99,http://dummyimage.com/214x100.png/ff4444/ffffff,Puce,Home Appliances,Smart robotic vacuum for automatic cleaning.
824,Peanut Butter Banana Smoothie Mix,4.49,http://dummyimage.com/235x100.png/5fa2dd/ffffff,Purple,Food - Beverages,"Smoothie mix combining peanut butter and banana, great for a quick breakfast."
825,Chicken Salad Kit,5.99,http://dummyimage.com/243x100.png/ff4444/ffffff,Puce,Food - Prepared Foods,All-in-one kit for making delicious chicken salad.
826,Eco-Friendly Beeswax Wraps,14.99,http://dummyimage.com/240x100.png/ff4444/ffffff,Pink,Kitchen,"Reusable wraps for food storage, replacing plastic wraps."
827,Greek Yogurt Parfait,4.49,http://dummyimage.com/111x100.png/ff4444/ffffff,Violet,Food - Dairy,"Layered Greek yogurt with granola and mixed berries, ready to enjoy."
828,Spicy Chicken Wings,9.99,http://dummyimage.com/126x100.png/ff4444/ffffff,Teal,Food - Meat,"Wide range of flavored wings, perfect for parties or casual snacking."
829,Garden Hose Reel,49.99,http://dummyimage.com/164x100.png/ff4444/ffffff,Blue,Garden,Compact hose reel to keep your garden tidy.
830,Pet First Aid Kit,29.99,http://dummyimage.com/171x100.png/ff4444/ffffff,Aquamarine,Pets,Essential kit for taking care of your pets' health emergencies.
831,Crispy Chickpeas,2.99,http://dummyimage.com/228x100.png/dddddd/000000,Fuscia,Food - Snacks,Roasted chickpeas seasoned for a crunchy snack.
832,Creamy Ranch Dressing,2.49,http://dummyimage.com/221x100.png/cc0000/ffffff,Yellow,Food - Dressings,Classic ranch dressing for salads and dipping.
833,Foldable Picnic Table,49.99,http://dummyimage.com/216x100.png/dddddd/000000,Blue,Outdoor,Lightweight and portable picnic table for outdoor use.
834,Grapes (red),3.49,http://dummyimage.com/180x100.png/dddddd/000000,Teal,Food - Produce,"Fresh seedless red grapes, perfect for snacking."
835,Saffron Rice Mix,2.99,http://dummyimage.com/213x100.png/dddddd/000000,Puce,Food - Grains,Flavorful rice mix with saffron and spices.
836,Veggie Chips Variety Pack,3.79,http://dummyimage.com/140x100.png/5fa2dd/ffffff,Green,Food - Snacks,A colorful variety of crunchy veggie chips for snacking.
837,Pet Bed,39.99,http://dummyimage.com/150x100.png/dddddd/000000,Blue,Pets,Comfortable pet bed for small to medium-sized dogs.
838,Marinara Parmesan Baked Ziti,8.49,http://dummyimage.com/152x100.png/dddddd/000000,Crimson,Food - Frozen Meals,Ziti pasta baked with marinara and parmesan cheese
839,Peach Mango Smoothie Mix,5.99,http://dummyimage.com/173x100.png/5fa2dd/ffffff,Purple,Food - Beverages,A blend of peach and mango for a tropical smoothie.
840,Solar Power Bank,39.99,http://dummyimage.com/218x100.png/ff4444/ffffff,Blue,Electronics,Eco-friendly power bank that charges via sunlight.
841,Ribbed Knit Dress,59.99,http://dummyimage.com/247x100.png/cc0000/ffffff,Goldenrod,Clothing - Dresses,A fitted ribbed knit dress that hugs your curves perfectly.
842,Salsa,3.49,http://dummyimage.com/202x100.png/ff4444/ffffff,Aquamarine,Food - Condiments,"Fresh and zesty salsa, perfect for nachos."
843,BBQ Sauce,3.49,http://dummyimage.com/214x100.png/5fa2dd/ffffff,Purple,Food - Condiments,"A smoky barbecue sauce, ideal for grilling and dipping."
844,Coffee Making Kit,44.99,http://dummyimage.com/192x100.png/dddddd/000000,Turquoise,Kitchen,Complete set to brew coffee with different methods.
845,Coconut Milk,2.49,http://dummyimage.com/185x100.png/5fa2dd/ffffff,Fuscia,Food - Canned Goods,Rich coconut milk for curries and desserts.
846,Coffee Capsule Dispenser,24.99,http://dummyimage.com/247x100.png/5fa2dd/ffffff,Turquoise,Kitchen,Organize coffee capsules with this stylish dispenser.
847,Sun-Dried Tomatoes,3.99,http://dummyimage.com/131x100.png/dddddd/000000,Violet,Food - Vegetables,Dried tomatoes packed with deep flavor for salads and pasta.
848,Peach Mango Smoothie Mix,5.99,http://dummyimage.com/246x100.png/cc0000/ffffff,Pink,Food - Beverages,A blend of peach and mango for a tropical smoothie.
849,Canned Sardines,3.29,http://dummyimage.com/249x100.png/ff4444/ffffff,Khaki,Food - Seafood,Savory sardines packed in olive oil.
850,Golf Putting Green,79.99,http://dummyimage.com/123x100.png/5fa2dd/ffffff,Violet,Sports,Indoor putting green for practicing your putting skills.
851,Garlic Herb Marinade,3.29,http://dummyimage.com/109x100.png/5fa2dd/ffffff,Turquoise,Food - Marinades,"A savory marinade for meats, perfect for grilling."
852,Reusable Produce Bags Set,14.99,http://dummyimage.com/107x100.png/5fa2dd/ffffff,Aquamarine,Kitchen,Eco-friendly mesh bags for shopping produce at the market.
853,Chocolate Coconut Protein Balls,2.99,http://dummyimage.com/209x100.png/cc0000/ffffff,Fuscia,Food - Snacks,No-bake protein balls with chocolate and coconut flavors.
854,Electric Food Steamer,59.99,http://dummyimage.com/202x100.png/5fa2dd/ffffff,Mauv,Kitchen,Electric food steamer for healthy cooking.
855,Wooden Blocks,24.99,http://dummyimage.com/216x100.png/ff4444/ffffff,Indigo,Toys,Classic wooden building blocks for toddlers.
856,Foot Massager Machine,59.99,http://dummyimage.com/203x100.png/ff4444/ffffff,Green,Health,Electric foot massager for relaxation and relief.
857,Garlic Herb Grilled Chicken,8.99,http://dummyimage.com/101x100.png/5fa2dd/ffffff,Blue,Food - Frozen Foods,Marinated grilled chicken breasts seasoned with garlic and herbs.
858,Sea Salt Tortilla Chips,2.49,http://dummyimage.com/206x100.png/dddddd/000000,Violet,Food - Snacks,"Crunchy tortilla chips with a hint of sea salt, great with dips."
859,Breathable Face Mask Set,14.99,http://dummyimage.com/143x100.png/5fa2dd/ffffff,Mauv,Health,Comfortable and reusable face masks in different styles.
860,Berry Smoothie Mix,4.99,http://dummyimage.com/206x100.png/5fa2dd/ffffff,Blue,Food - Frozen Foods,Frozen mix for quick berry smoothies.
861,Chocolate Avocado Pudding,4.99,http://dummyimage.com/240x100.png/ff4444/ffffff,Orange,Food - Desserts,Rich and creamy pudding made with ripe avocados and cocoa.
862,Siphon Coffee Maker,49.99,http://dummyimage.com/186x100.png/ff4444/ffffff,Teal,Kitchen,Unique coffee brewing method for a flavorful experience.
863,Organic Coconut Oil,8.99,http://dummyimage.com/180x100.png/5fa2dd/ffffff,Blue,Food - Oils,"Cold-pressed coconut oil, perfect for cooking, baking, or skin care."
864,V-Neck Sweater,49.99,http://dummyimage.com/207x100.png/5fa2dd/ffffff,Pink,Clothing - Tops,Classic V-neck sweater crafted from soft wool for warmth and style.
865,Watercolor Paint Set,19.99,http://dummyimage.com/208x100.png/dddddd/000000,Maroon,Art Supplies,Vibrant watercolor paints that come with brushes and palettes.
866,Peach Green Tea,3.49,http://dummyimage.com/244x100.png/dddddd/000000,Crimson,Food - Beverages,"Refreshing green tea infused with peach, perfect for a hot day."
867,Smartphone Hand Grip,9.99,http://dummyimage.com/108x100.png/5fa2dd/ffffff,Pink,Accessories,Sturdy grip to hold your phone securely while taking selfies.
868,Smoky BBQ Jackfruit,4.99,http://dummyimage.com/230x100.png/dddddd/000000,Green,Food - Grocery,Pulled jackfruit in a smoky BBQ sauce for a tasty vegan dish.
869,Rustic Italian Breads,3.99,http://dummyimage.com/247x100.png/ff4444/ffffff,Teal,Food - Bakery,Freshly baked artisan bread with a crisp crust and soft center.
870,Beef Stroganoff Meal Kit,12.99,http://dummyimage.com/157x100.png/dddddd/000000,Yellow,Food - Frozen Meals,Complete meal kit with everything needed to make beef stroganoff in under 30 minutes.
871,Fitness Jump Rope,15.99,http://dummyimage.com/134x100.png/cc0000/ffffff,Orange,Fitness,Durable jump rope for cardio workouts.
872,Canvas High-Top Sneakers,49.99,http://dummyimage.com/224x100.png/5fa2dd/ffffff,Indigo,Clothing - Footwear,Trendy high-top canvas sneakers for a stylish streetwear look.
873,Frozen Edamame,3.29,http://dummyimage.com/225x100.png/5fa2dd/ffffff,Goldenrod,Food - Frozen Foods,"Lightly salted frozen edamame, a protein-packed snack."
874,Bamboo Memory Foam Pillow,34.99,http://dummyimage.com/207x100.png/cc0000/ffffff,Crimson,Home,Ergonomically designed pillow with breathable bamboo cover.
875,Puff Pastry,5.49,http://dummyimage.com/111x100.png/dddddd/000000,Crimson,Food - Bakery,Versatile puff pastry for pies and pastries.
876,Handmade Leather Journal,39.99,http://dummyimage.com/241x100.png/ff4444/ffffff,Teal,Books,Beautiful leather-bound journal for writing and sketching.
877,Black Olives,1.99,http://dummyimage.com/214x100.png/ff4444/ffffff,Blue,Food - Canned Goods,"Sliced black olives, perfect for salads and pizzas."
878,Classic Baseball Cap,24.99,http://dummyimage.com/230x100.png/5fa2dd/ffffff,Purple,Clothing - Accessories,A timeless baseball cap that adds a sporty touch to any outfit.
879,Pet Travel Bowl,10.99,http://dummyimage.com/156x100.png/5fa2dd/ffffff,Mauv,Pets,Collapsible travel bowl for pets on the go.
880,Fitness Resistance Bands,29.99,http://dummyimage.com/117x100.png/5fa2dd/ffffff,Yellow,Fitness,Set of resistance bands for home workouts.
881,Cotton Quilted Throw Blanket,39.99,http://dummyimage.com/216x100.png/cc0000/ffffff,Fuscia,Home,Cozy throw blanket perfect for adding warmth to your home.
882,Mango Chili Salsa,4.29,http://dummyimage.com/115x100.png/5fa2dd/ffffff,Crimson,Food - Condiments,"A sweet and spicy salsa made with mangoes and a hint of chili, great with chips or grilled chicken."
883,Honey Nut Cheerios,4.29,http://dummyimage.com/195x100.png/5fa2dd/ffffff,Indigo,Food - Cereal,Classic cereal made with whole grains and honey.
884,Vegetable and Cheese Quesadillas,6.99,http://dummyimage.com/147x100.png/5fa2dd/ffffff,Puce,Food - Frozen,Flour tortilla filled with cheese and a medley of vegetables.
885,Electric Bike,899.99,http://dummyimage.com/133x100.png/5fa2dd/ffffff,Indigo,Bicycles,Eco-friendly electric bike with a 30-mile range.
886,Fruit Medley Juice,3.49,http://dummyimage.com/208x100.png/ff4444/ffffff,Pink,Food - Beverages,Refreshing juice blend made with various fresh fruits.
887,Rainbow Veggie Chips,3.29,http://dummyimage.com/238x100.png/5fa2dd/ffffff,Aquamarine,Food - Snacks,"Colorful veggie chips made from beets, carrots, and sweet potatoes."
888,Electric Wine Opener,29.99,http://dummyimage.com/232x100.png/cc0000/ffffff,Crimson,Kitchen,Rechargeable electric wine opener for effortless uncorking.
889,Ranch Dressing,2.59,http://dummyimage.com/141x100.png/ff4444/ffffff,Green,Food - Condiments,"Creamy ranch dressing, perfect for salads and dips."
890,Marinara Parmesan Baked Ziti,8.49,http://dummyimage.com/160x100.png/ff4444/ffffff,Pink,Food - Frozen Meals,Ziti pasta baked with marinara and parmesan cheese
891,Maxi Wrap Dress,49.99,http://dummyimage.com/117x100.png/cc0000/ffffff,Goldenrod,Clothing - Dresses,A flowy maxi dress perfect for both casual and semi-formal occasions.
892,Kids' Science Experiment Kit,29.99,http://dummyimage.com/125x100.png/cc0000/ffffff,Violet,Toys,Engaging kit with science experiments for children.
893,Portable Water Filter,29.99,http://dummyimage.com/226x100.png/5fa2dd/ffffff,Green,Outdoor,Lightweight water filter for outdoor adventures.
894,Reusable Coffee Filter,10.99,http://dummyimage.com/218x100.png/cc0000/ffffff,Mauv,Kitchen,Eco-friendly coffee filter for brewing.
895,Shatterproof Wine Glasses,24.99,http://dummyimage.com/103x100.png/cc0000/ffffff,Indigo,Outdoor,"Durable, unbreakable wine glasses for outdoor use."
896,Potato Wedge Seasoning,2.49,http://dummyimage.com/167x100.png/ff4444/ffffff,Turquoise,Food - Condiments,Seasoning mix for making crispy and flavorful potato wedges.
897,Stainless Steel Straws,12.99,http://dummyimage.com/107x100.png/5fa2dd/ffffff,Maroon,Kitchen,Set of reusable stainless steel straws for drinks.
898,Travel Beach Blanket,29.99,http://dummyimage.com/246x100.png/5fa2dd/ffffff,Blue,Outdoor,Sand-resistant and compact for outdoor and beach use.
899,Lasagna Noodles,1.89,http://dummyimage.com/220x100.png/ff4444/ffffff,Indigo,Food - Pasta,Wide pasta sheets for making lasagna.
900,Hibiscus Herbal Tea,3.29,http://dummyimage.com/250x100.png/5fa2dd/ffffff,Maroon,Food - Beverages,"Floral and refreshing herbal tea, great hot or iced."
901,Organic Honeycrisp Apples,1.99,http://dummyimage.com/218x100.png/dddddd/000000,Fuscia,Food - Fruits,"Sweet and crisp apples, perfect for snacking."
902,Ranch Dressing,2.59,http://dummyimage.com/179x100.png/dddddd/000000,Yellow,Food - Condiments,"Creamy ranch dressing, perfect for salads and dips."
903,Teriyaki Salmon Fillets,9.99,http://dummyimage.com/226x100.png/dddddd/000000,Blue,Food - Seafood,"Frozen salmon fillets marinated in teriyaki sauce, ready to grill or bake."
904,Car Vacuum Cleaner,39.99,http://dummyimage.com/196x100.png/ff4444/ffffff,Purple,Automotive,Compact vacuum designed specifically for cleaning vehicles.
905,Graphic Hoodie,49.99,http://dummyimage.com/207x100.png/5fa2dd/ffffff,Maroon,Clothing - Outerwear,Bold graphic hoodie featuring a comfortable fit and soft fabric.
906,Herb Seasoned Rice,2.99,http://dummyimage.com/212x100.png/5fa2dd/ffffff,Mauv,Food - Sides,A flavorful rice side dish seasoned with herbs and spices.
907,Honey Wheat Pretzels,3.49,http://dummyimage.com/157x100.png/ff4444/ffffff,Teal,Food - Snacks,Crunchy pretzel sticks made with honey and whole wheat.
